timestamp,sim_time,active_targets,interceptors,system_load
2026-04-04T19:45:06.266952,1.0,0,0,0.0
2026-04-04T19:45:06.768928,2.0,0,0,0.0
2026-04-04T19:45:07.271096,3.0,0,0,0.0
2026-04-04T19:45:07.772964,4.0,0,0,0.0
2026-04-04T19:45:08.274298,5.0,0,0,0.0
2026-04-04T19:45:08.776076,6.0,0,0,0.0
2026-04-04T19:45:09.277777,7.0,0,0,0.0
2026-04-04T19:45:09.779401,8.0,0,0,0.0
2026-04-04T19:45:10.280785,9.0,0,0,0.0
2026-04-04T19:45:10.782166,10.0,0,0,0.0
2026-04-04T19:45:11.283747,11.0,0,0,0.0
2026-04-04T19:45:11.785295,12.0,0,0,0.0
2026-04-04T19:45:12.285910,13.0,0,0,0.0
2026-04-04T19:45:12.788541,14.0,0,0,0.0
2026-04-04T19:45:13.289865,15.0,0,0,0.0
2026-04-04T19:45:13.791265,16.0,0,0,0.0
2026-04-04T19:45:14.293321,17.0,0,0,0.0
2026-04-04T19:45:14.795240,18.0,0,0,0.0
2026-04-04T19:45:15.296730,19.0,0,0,0.0
2026-04-04T19:45:15.798553,20.0,0,0,0.0
2026-04-04T19:45:16.300692,21.0,0,0,0.0
2026-04-04T19:45:16.802625,22.0,0,0,0.0
2026-04-04T19:45:17.304743,23.0,0,0,0.0
2026-04-04T19:45:17.805993,24.0,0,0,0.0
2026-04-04T19:45:18.307692,25.0,0,0,0.0
2026-04-04T19:45:18.809008,26.0,0,0,0.0
2026-04-04T19:45:19.310224,27.0,0,0,0.0
2026-04-04T19:45:19.811715,28.0,0,0,0.0
2026-04-04T19:45:20.313198,29.0,0,0,0.0
2026-04-04T19:45:20.814591,30.0,0,0,0.0
2026-04-04T19:45:21.316473,31.0,0,0,0.0
2026-04-04T19:45:21.818749,32.0,0,0,0.0
2026-04-04T19:45:22.320346,33.0,0,0,0.0
2026-04-04T19:45:22.821830,34.0,0,0,0.0
2026-04-04T19:45:23.323187,35.0,0,0,0.0
2026-04-04T19:45:23.825030,36.0,0,0,0.0
2026-04-04T19:45:24.326361,37.0,0,0,0.0
2026-04-04T19:45:24.827838,38.0,0,0,0.0
2026-04-04T19:45:25.329281,39.0,0,0,0.0
2026-04-04T19:45:25.830901,40.0,0,0,0.0
2026-04-04T19:45:26.332573,41.0,0,0,0.0
2026-04-04T19:45:26.834379,42.0,0,0,0.0
2026-04-04T19:45:27.336056,43.0,0,0,0.0
2026-04-04T19:45:27.837428,44.0,0,0,0.0
2026-04-04T19:45:28.338968,45.0,0,0,0.0
2026-04-04T19:45:28.840176,46.0,0,0,0.0
2026-04-04T19:45:29.341604,47.0,0,0,0.0
2026-04-04T19:45:29.843234,48.0,0,0,0.0
2026-04-04T19:45:30.344971,49.0,0,0,0.0
2026-04-04T19:45:30.846822,50.0,0,0,0.0
2026-04-04T19:45:31.348736,51.0,0,0,0.0
2026-04-04T19:45:31.850458,52.0,0,0,0.0
2026-04-04T19:45:32.352445,53.0,0,0,0.0
2026-04-04T19:45:32.853810,54.0,0,0,0.0
2026-04-04T19:45:33.355198,55.0,0,0,0.0
2026-04-04T19:45:33.856614,56.0,0,0,0.0
2026-04-04T19:45:34.357899,57.0,0,0,0.0
2026-04-04T19:45:34.859476,58.0,0,0,0.0
2026-04-04T19:45:35.360848,59.0,0,0,0.0
2026-04-04T19:45:35.862413,60.0,0,0,0.0
2026-04-04T19:45:36.363886,61.0,0,0,0.0
2026-04-04T19:45:36.865917,62.0,0,0,0.0
2026-04-04T19:45:37.367402,63.0,0,0,0.0
2026-04-04T19:45:37.868842,64.0,0,0,0.0
2026-04-04T19:45:38.370686,65.0,0,0,0.0
2026-04-04T19:45:38.872163,66.0,0,0,0.0
2026-04-04T19:45:39.373861,67.0,0,0,0.0
2026-04-04T19:45:39.875200,68.0,0,0,0.0
2026-04-04T19:45:40.376899,69.0,0,0,0.0
2026-04-04T19:45:40.878037,70.0,0,0,0.0
2026-04-04T19:45:41.379736,71.0,0,0,0.0
2026-04-04T19:45:41.881678,72.0,0,0,0.0
2026-04-04T19:45:42.383913,73.0,0,0,0.0
2026-04-04T19:45:42.885408,74.0,0,0,0.0
2026-04-04T19:45:43.386688,75.0,0,0,0.0
2026-04-04T19:45:43.888202,76.0,0,0,0.0
2026-04-04T19:45:44.389421,77.0,0,0,0.0
2026-04-04T19:45:44.890785,78.0,0,0,0.0
2026-04-04T19:45:45.392179,79.0,0,0,0.0
2026-04-04T19:45:45.893525,80.0,0,0,0.0
2026-04-04T19:45:46.394862,81.0,0,0,0.0
2026-04-04T19:45:46.896258,82.0,0,0,0.0
2026-04-04T19:45:47.397641,83.0,0,0,0.0
2026-04-04T19:45:47.899935,84.0,0,0,0.0
2026-04-04T19:45:48.401380,85.0,0,0,0.0
2026-04-04T19:45:48.903189,86.0,0,0,0.0
2026-04-04T19:45:49.404913,87.0,0,0,0.0
2026-04-04T19:45:49.906753,88.0,0,0,0.0
2026-04-04T19:45:50.408546,89.0,0,0,0.0
2026-04-04T19:45:50.910655,90.0,0,0,0.0
2026-04-04T19:45:51.412294,91.0,0,0,0.0
2026-04-04T19:45:51.914290,92.0,0,0,0.0
2026-04-04T19:45:52.417287,93.0,0,0,0.0
2026-04-04T19:45:52.918799,94.0,0,0,0.0
2026-04-04T19:45:53.420353,95.0,0,0,0.0
2026-04-04T19:45:53.921977,96.0,0,0,0.0
2026-04-04T19:45:54.423525,97.0,0,0,0.0
2026-04-04T19:45:54.925097,98.0,0,0,0.0
2026-04-04T19:45:55.427009,99.0,0,0,0.0
2026-04-04T19:45:55.928558,100.0,0,0,0.0
2026-04-04T19:45:56.430599,101.0,0,0,0.0
2026-04-04T19:45:56.933277,102.0,0,0,0.0
2026-04-04T19:45:57.435210,103.0,0,0,0.0
2026-04-04T19:45:57.936592,104.0,0,0,0.0
2026-04-04T19:45:58.438535,105.0,0,0,0.0
2026-04-04T19:45:58.940011,106.0,0,0,0.0
2026-04-04T19:45:59.441341,107.0,0,0,0.0
2026-04-04T19:45:59.943242,108.0,0,0,0.0
2026-04-04T19:46:00.444611,109.0,0,0,0.0
2026-04-04T19:46:00.944960,110.0,0,0,0.0
2026-04-04T19:46:01.449179,111.0,0,0,0.0
2026-04-04T19:46:01.951654,112.0,0,0,0.0
2026-04-04T19:46:02.453502,113.0,0,0,0.0
2026-04-04T19:46:02.955187,114.0,0,0,0.0
2026-04-04T19:46:03.457467,115.0,0,0,0.0
2026-04-04T19:46:03.958649,116.0,0,0,0.0
2026-04-04T19:46:04.460345,117.0,0,0,0.0
2026-04-04T19:46:04.961885,118.0,0,0,0.0
2026-04-04T19:46:05.463374,119.0,0,0,0.0
2026-04-04T19:46:05.965200,120.0,0,0,0.0
2026-04-04T19:46:06.467155,121.0,0,0,0.0
2026-04-04T19:46:06.969491,122.0,0,0,0.0
2026-04-04T19:46:07.470811,123.0,0,0,0.0
2026-04-04T19:46:07.971978,124.0,0,0,0.0
2026-04-04T19:46:08.473090,125.0,0,0,0.0
2026-04-04T19:46:08.974185,126.0,0,0,0.0
2026-04-04T19:46:09.475290,127.0,0,0,0.0
2026-04-04T19:46:09.976595,128.0,0,0,0.0
2026-04-04T19:46:10.477788,129.0,0,0,0.0
2026-04-04T19:46:10.978778,130.0,0,0,0.0
2026-04-04T19:46:11.480299,131.0,0,0,0.0
2026-04-04T19:46:11.981566,132.0,0,0,0.0
2026-04-04T19:46:12.482639,133.0,0,0,0.0
2026-04-04T19:46:12.983924,134.0,0,0,0.0
2026-04-04T19:46:13.485157,135.0,0,0,0.0
2026-04-04T19:46:13.986394,136.0,0,0,0.0
2026-04-04T19:46:14.487521,137.0,0,0,0.0
2026-04-04T19:46:14.988914,138.0,0,0,0.0
2026-04-04T19:46:15.490145,139.0,0,0,0.0
2026-04-04T19:46:15.991298,140.0,0,0,0.0
2026-04-04T19:46:16.492302,141.0,0,0,0.0
2026-04-04T19:46:16.993316,142.0,0,0,0.0
2026-04-04T19:46:17.494634,143.0,0,0,0.0
2026-04-04T19:46:17.995700,144.0,0,0,0.0
2026-04-04T19:46:18.496906,145.0,0,0,0.0
2026-04-04T19:46:18.998021,146.0,0,0,0.0
2026-04-04T19:46:19.499226,147.0,0,0,0.0
