timestamp,sim_time,active_targets,interceptors,system_load
2026-04-04T20:44:45.442470,1.0,0,0,0.0
2026-04-04T20:44:45.943580,2.0,0,0,0.0
2026-04-04T20:44:46.444882,3.0,0,0,0.0
2026-04-04T20:44:46.946458,4.0,0,0,0.0
2026-04-04T20:44:47.448164,5.0,0,0,0.0
2026-04-04T20:44:47.949662,6.0,0,0,0.0
2026-04-04T20:44:48.450827,7.0,0,0,0.0
2026-04-04T20:44:48.952198,8.0,0,0,0.0
2026-04-04T20:44:49.453739,9.0,0,0,0.0
2026-04-04T20:44:49.954826,10.0,0,0,0.0
2026-04-04T20:44:50.455273,11.0,0,0,0.0
2026-04-04T20:44:50.958903,12.0,0,0,0.0
2026-04-04T20:44:51.460360,13.0,0,0,0.0
2026-04-04T20:44:51.962082,14.0,0,0,0.0
2026-04-04T20:44:52.463129,15.0,0,0,0.0
2026-04-04T20:44:52.964650,16.0,0,0,0.0
2026-04-04T20:44:53.466060,17.0,0,0,0.0
2026-04-04T20:44:53.967245,18.0,0,0,0.0
2026-04-04T20:44:54.468554,19.0,0,0,0.0
2026-04-04T20:44:54.969872,20.0,0,0,0.0
2026-04-04T20:44:55.471150,21.0,0,0,0.0
2026-04-04T20:44:55.973169,22.0,0,0,0.0
2026-04-04T20:44:56.474457,23.0,0,0,0.0
2026-04-04T20:44:56.976003,24.0,0,0,0.0
2026-04-04T20:44:57.477192,25.0,0,0,0.0
2026-04-04T20:44:57.978330,26.0,0,0,0.0
2026-04-04T20:44:58.479298,27.0,0,0,0.0
2026-04-04T20:44:58.980789,28.0,0,0,0.0
2026-04-04T20:44:59.482355,29.0,0,0,0.0
2026-04-04T20:44:59.983809,30.0,0,0,0.0
2026-04-04T20:45:00.485369,31.0,0,0,0.0
2026-04-04T20:45:00.986453,32.0,0,0,0.0
2026-04-04T20:45:01.487541,33.0,0,0,0.0
2026-04-04T20:45:01.989866,34.0,0,0,0.0
2026-04-04T20:45:02.491006,35.0,0,0,0.0
2026-04-04T20:45:02.992269,36.0,0,0,0.0
2026-04-04T20:45:03.493385,37.0,0,0,0.0
2026-04-04T20:45:03.994440,38.0,0,0,0.0
2026-04-04T20:45:04.495460,39.0,0,0,0.0
2026-04-04T20:45:04.997117,40.0,0,0,0.0
2026-04-04T20:45:05.498184,41.0,0,0,0.0
2026-04-04T20:45:05.999352,42.0,0,0,0.0
2026-04-04T20:45:06.500556,43.0,0,0,0.0
2026-04-04T20:45:07.001629,44.0,0,0,0.0
2026-04-04T20:45:07.502869,45.0,0,0,0.0
2026-04-04T20:45:08.004314,46.0,0,0,0.0
2026-04-04T20:45:08.506061,47.0,0,0,0.0
2026-04-04T20:45:09.007460,48.0,0,0,0.0
2026-04-04T20:45:09.508710,49.0,0,0,0.0
2026-04-04T20:45:10.009977,50.0,0,0,0.0
2026-04-04T20:45:10.511093,51.0,0,0,0.0
2026-04-04T20:45:11.012299,52.0,0,0,0.0
2026-04-04T20:45:11.513478,53.0,0,0,0.0
2026-04-04T20:45:12.014666,54.0,0,0,0.0
2026-04-04T20:45:12.516115,55.0,0,0,0.0
2026-04-04T20:45:13.017306,56.0,0,0,0.0
2026-04-04T20:45:13.518560,57.0,0,0,0.0
2026-04-04T20:45:14.019876,58.0,0,0,0.0
2026-04-04T20:45:14.521200,59.0,0,0,0.0
2026-04-04T20:45:15.022924,60.0,0,0,0.0
2026-04-04T20:45:15.524649,61.0,0,0,0.0
