timestamp,sim_time,active_targets,interceptors,system_load
2026-04-04T18:03:20.889341,1.0,0,0,0.0
2026-04-04T18:03:21.390967,2.0,0,0,0.0
2026-04-04T18:03:21.892205,3.0,0,0,0.0
2026-04-04T18:03:22.393550,4.0,0,0,0.0
2026-04-04T18:03:22.893981,5.0,0,0,0.0
2026-04-04T18:03:23.395433,6.0,0,0,0.0
2026-04-04T18:03:23.896758,7.0,0,0,0.0
2026-04-04T18:03:24.399380,8.0,0,0,0.0
2026-04-04T18:03:24.900555,9.0,0,0,0.0
2026-04-04T18:03:25.401744,10.0,0,0,0.0
2026-04-04T18:03:25.902949,11.0,0,0,0.0
2026-04-04T18:03:26.404194,12.0,0,0,0.0
2026-04-04T18:03:26.904482,13.0,0,0,0.0
2026-04-04T18:03:27.406679,14.0,0,0,0.0
2026-04-04T18:03:27.908125,15.0,0,0,0.0
2026-04-04T18:03:28.409351,16.0,0,0,0.0
2026-04-04T18:03:28.911792,17.0,0,0,0.0
2026-04-04T18:03:29.412415,18.0,0,0,0.0
2026-04-04T18:03:29.914958,19.0,0,0,0.0
2026-04-04T18:03:30.416952,20.0,0,0,0.0
2026-04-04T18:03:30.919923,21.0,0,0,0.0
2026-04-04T18:03:31.421156,22.0,0,0,0.0
2026-04-04T18:03:31.922413,23.0,0,0,0.0
2026-04-04T18:03:32.423559,24.0,0,0,0.0
2026-04-04T18:03:32.924757,25.0,0,0,0.0
2026-04-04T18:03:33.425889,26.0,0,0,0.0
2026-04-04T18:03:33.926438,27.0,0,0,0.0
2026-04-04T18:03:34.428815,28.0,0,0,0.0
2026-04-04T18:03:34.929979,29.0,0,0,0.0
2026-04-04T18:03:35.430269,30.0,0,0,0.0
2026-04-04T18:03:35.931537,31.0,0,0,0.0
2026-04-04T18:03:36.433847,32.0,0,0,0.0
2026-04-04T18:03:36.935171,33.0,0,0,0.0
2026-04-04T18:03:37.436536,34.0,0,0,0.0
2026-04-04T18:03:37.937823,35.0,0,0,0.0
2026-04-04T18:03:38.439187,36.0,0,0,0.0
2026-04-04T18:03:38.940915,37.0,0,0,0.0
2026-04-04T18:03:39.442347,38.0,0,0,0.0
2026-04-04T18:03:39.945416,39.0,0,0,0.0
2026-04-04T18:03:40.447303,40.0,0,0,0.0
2026-04-04T18:03:40.949036,41.0,0,0,0.0
2026-04-04T18:03:41.449336,42.0,0,0,0.0
2026-04-04T18:03:41.951815,43.0,0,0,0.0
2026-04-04T18:03:42.452071,44.0,0,0,0.0
2026-04-04T18:03:42.954715,45.0,0,0,0.0
2026-04-04T18:03:43.455867,46.0,0,0,0.0
2026-04-04T18:03:43.958519,47.0,0,0,0.0
2026-04-04T18:03:44.460440,48.0,0,0,0.0
2026-04-04T18:03:44.962008,49.0,0,0,0.0
2026-04-04T18:03:45.463966,50.0,0,0,0.0
2026-04-04T18:03:45.965447,51.0,0,0,0.0
2026-04-04T18:03:46.466871,52.0,0,0,0.0
2026-04-04T18:03:46.969144,53.0,0,0,0.0
2026-04-04T18:03:47.470905,54.0,0,0,0.0
2026-04-04T18:03:47.972670,55.0,0,0,0.0
2026-04-04T18:03:48.473954,56.0,0,0,0.0
2026-04-04T18:03:48.975256,57.0,0,0,0.0
2026-04-04T18:03:49.477401,58.0,0,0,0.0
2026-04-04T18:03:49.979188,59.0,0,0,0.0
2026-04-04T18:03:50.480520,60.0,0,0,0.0
2026-04-04T18:03:50.981833,61.0,0,0,0.0
2026-04-04T18:03:51.483185,62.0,0,0,0.0
2026-04-04T18:03:51.984652,63.0,0,0,0.0
2026-04-04T18:03:52.484966,64.0,0,0,0.0
2026-04-04T18:03:52.987443,65.0,0,0,0.0
2026-04-04T18:03:53.488802,66.0,0,0,0.0
2026-04-04T18:03:53.990956,67.0,0,0,0.0
2026-04-04T18:03:54.492832,68.0,0,0,0.0
2026-04-04T18:03:54.994874,69.0,0,0,0.0
2026-04-04T18:03:55.496749,70.0,0,0,0.0
2026-04-04T18:03:55.997284,71.0,0,0,0.0
2026-04-04T18:03:56.499241,72.0,0,0,0.0
2026-04-04T18:03:57.001056,73.0,0,0,0.0
2026-04-04T18:03:57.504058,74.0,0,0,0.0
2026-04-04T18:03:58.005701,75.0,0,0,0.0
2026-04-04T18:03:58.507484,76.0,0,0,0.0
2026-04-04T18:03:59.007907,77.0,0,0,0.0
2026-04-04T18:03:59.511672,78.0,0,0,0.0
2026-04-04T18:04:00.013224,79.0,0,0,0.0
2026-04-04T18:04:00.513617,80.0,0,0,0.0
2026-04-04T18:04:01.016940,81.0,0,0,0.0
2026-04-04T18:04:01.518530,82.0,0,0,0.0
2026-04-04T18:04:02.020727,83.0,0,0,0.0
2026-04-04T18:04:02.522352,84.0,0,0,0.0
2026-04-04T18:04:03.022751,85.0,0,0,0.0
2026-04-04T18:04:03.524221,86.0,0,0,0.0
2026-04-04T18:04:04.028338,87.0,0,0,0.0
2026-04-04T18:04:04.528717,88.0,0,0,0.0
2026-04-04T18:04:05.032892,89.0,0,0,0.0
2026-04-04T18:04:05.534707,90.0,0,0,0.0
2026-04-04T18:04:06.036546,91.0,0,0,0.0
2026-04-04T18:04:06.538033,92.0,0,0,0.0
2026-04-04T18:04:07.038479,93.0,0,0,0.0
2026-04-04T18:04:07.542039,94.0,0,0,0.0
2026-04-04T18:04:08.044132,95.0,0,0,0.0
2026-04-04T18:04:08.544767,96.0,0,0,0.0
2026-04-04T18:04:09.047039,97.0,0,0,0.0
2026-04-04T18:04:09.549975,98.0,0,0,0.0
2026-04-04T18:04:10.051309,99.0,0,0,0.0
2026-04-04T18:04:10.551721,100.0,0,0,0.0
2026-04-04T18:04:11.054234,101.0,0,0,0.0
2026-04-04T18:04:11.555528,102.0,0,0,0.0
2026-04-04T18:04:12.055837,103.0,0,0,0.0
2026-04-04T18:04:12.558904,104.0,0,0,0.0
2026-04-04T18:04:13.060701,105.0,0,0,0.0
2026-04-04T18:04:13.562403,106.0,0,0,0.0
2026-04-04T18:04:14.063906,107.0,0,0,0.0
2026-04-04T18:04:14.565724,108.0,0,0,0.0
2026-04-04T18:04:15.067317,109.0,0,0,0.0
2026-04-04T18:04:15.569052,110.0,0,0,0.0
2026-04-04T18:04:16.070933,111.0,0,0,0.0
2026-04-04T18:04:16.572396,112.0,0,0,0.0
2026-04-04T18:04:17.072734,113.0,0,0,0.0
2026-04-04T18:04:17.576591,114.0,0,0,0.0
2026-04-04T18:04:18.078364,115.0,0,0,0.0
2026-04-04T18:04:18.578899,116.0,0,0,0.0
2026-04-04T18:04:19.081892,117.0,0,0,0.0
2026-04-04T18:04:19.583556,118.0,0,0,0.0
2026-04-04T18:04:20.085008,119.0,0,0,0.0
2026-04-04T18:04:20.586481,120.0,0,0,0.0
2026-04-04T18:04:21.088266,121.0,0,0,0.0
2026-04-04T18:04:21.588725,122.0,0,0,0.0
2026-04-04T18:04:22.090403,123.0,0,0,0.0
2026-04-04T18:04:22.592725,124.0,0,0,0.0
2026-04-04T18:04:23.096541,125.0,0,0,0.0
2026-04-04T18:04:23.598093,126.0,0,0,0.0
2026-04-04T18:04:24.099638,127.0,0,0,0.0
2026-04-04T18:04:24.601139,128.0,0,0,0.0
2026-04-04T18:04:25.101543,129.0,0,0,0.0
2026-04-04T18:04:25.604234,130.0,0,0,0.0
2026-04-04T18:04:26.104578,131.0,0,0,0.0
2026-04-04T18:04:26.607250,132.0,0,0,0.0
2026-04-04T18:04:27.107817,133.0,0,0,0.0
2026-04-04T18:04:27.610869,134.0,0,0,0.0
2026-04-04T18:04:28.111261,135.0,0,0,0.0
